,SKU,Quantity,Service Level,Turnaround,Price,Paper Type,Sides Printed,Size
510,FL-170S-US-40,1000,saver,4,37.11,170gsilk,oneside,us
511,FL-170S-US-40,1000,standard,2,40.82,170gsilk,oneside,us
512,FL-170S-US-40,1000,express,0,44.53,170gsilk,oneside,us
513,FL-170S-VK-40,1000,express,0,58.74,170gsilk,oneside,carresmall
514,FL-170S-XL-40,1000,saver,4,57.03,170gsilk,oneside,xlong
515,FL-170S-XL-40,1000,standard,2,61.63,170gsilk,oneside,xlong
516,FL-170S-XL-40,1000,express,0,66.23,170gsilk,oneside,xlong
517,FL-170S-XL-44,1000,express,0,79.11,170gsilk,bothsides,xlong
518,FL-170S-XL-44,1000,standard,2,58.87,170gsilk,bothsides,xlong
519,FL-170S-XL-44,1000,saver,4,54.27,170gsilk,bothsides,xlong
520,FL-170S-VG-44,1000,express,0,96.8,170gsilk,bothsides,carrelarge
521,FL-170S-VG-44,1000,standard,2,55.44,170gsilk,bothsides,carrelarge
522,FL-170S-VG-44,1000,saver,4,50.4,170gsilk,bothsides,carrelarge
523,FL-170S-VK-40,1000,saver,4,48.86,170gsilk,oneside,carresmall
524,FL-170S-VK-40,1000,standard,2,51.43,170gsilk,oneside,carresmall
525,FL-170S-A6-40,1000,express,0,38.61,170gsilk,oneside,a6
526,FL-170S-A6-40,1000,saver,4,32.17,170gsilk,oneside,a6
527,FL-170S-A6-40,1000,standard,2,35.39,170gsilk,oneside,a6
528,FL-170S-A7-44,1000,saver,4,17.85,170gsilk,bothsides,a7
529,FL-170S-A7-44,1000,standard,2,20.47,170gsilk,bothsides,a7
530,FL-170S-A7-44,1000,express,0,31.13,170gsilk,bothsides,a7
531,FL-170S-A6-44,1000,express,0,39.3,170gsilk,bothsides,a6
532,FL-170S-A6-44,1000,standard,2,36.02,170gsilk,bothsides,a6
533,FL-170S-A6-44,1000,saver,4,22.32,170gsilk,bothsides,a6
534,FL-170S-A4-44,1000,express,0,76.05,170gsilk,bothsides,a4
535,FL-170S-A4-44,1000,standard,2,69.71,170gsilk,bothsides,a4
536,FL-170S-A4-44,1000,saver,4,63.38,170gsilk,bothsides,a4
537,FL-170S-VG-40,1000,saver,4,49.11,170gsilk,oneside,carrelarge
538,FL-170S-VG-40,1000,standard,2,54.02,170gsilk,oneside,carrelarge
539,FL-170S-VG-40,1000,express,0,76.42,170gsilk,oneside,carrelarge
540,FL-170S-A5-44,2500,saver,4,60.31,170gsilk,bothsides,a5
541,FL-170S-A5-44,2500,standard,2,66.35,170gsilk,bothsides,a5
542,FL-170S-A5-44,2500,express,0,72.38,170gsilk,bothsides,a5
543,FL-170S-A4-40,2500,saver,4,114.56,170gsilk,oneside,a4
544,FL-170S-A4-40,2500,standard,2,126.02,170gsilk,oneside,a4
545,FL-170S-A4-40,2500,express,0,137.48,170gsilk,oneside,a4
546,FL-170S-A6-44,2500,express,0,51.33,170gsilk,bothsides,a6
547,FL-170S-A6-44,2500,standard,2,47.05,170gsilk,bothsides,a6
548,FL-170S-A6-44,2500,saver,4,35.71,170gsilk,bothsides,a6
549,FL-170S-XL-44,2500,standard,2,92.91,170gsilk,bothsides,xlong
550,FL-170S-XL-44,2500,saver,6,88.31,170gsilk,bothsides,xlong
551,FL-170S-US-44,2500,express,1,57.26,170gsilk,bothsides,us
552,FL-170S-US-44,2500,standard,3,49.17,170gsilk,bothsides,us
553,FL-170S-US-44,2500,saver,6,41.07,170gsilk,bothsides,us
554,FL-170S-VG-44,2500,standard,3,91.8,170gsilk,bothsides,carrelarge
555,FL-170S-VG-44,2500,saver,6,87.43,170gsilk,bothsides,carrelarge
556,FL-170S-A5-40,2500,saver,4,58.49,170gsilk,oneside,a5
557,FL-170S-VG-44,2500,express,2,96.17,170gsilk,bothsides,carrelarge
558,FL-170S-A5-40,2500,standard,2,64.34,170gsilk,oneside,a5
559,FL-170S-A5-40,2500,express,0,70.19,170gsilk,oneside,a5
560,FL-170S-A4-44,2500,express,0,142.05,170gsilk,bothsides,a4
561,FL-170S-A4-44,2500,standard,2,130.21,170gsilk,bothsides,a4
562,FL-170S-A6-40,2500,saver,4,41.69,170gsilk,oneside,a6
563,FL-170S-A6-40,2500,express,0,50.03,170gsilk,oneside,a6
564,FL-170S-A4-44,2500,saver,4,118.37,170gsilk,bothsides,a4
565,FL-170S-A6-40,2500,standard,2,45.86,170gsilk,oneside,a6
566,FL-170S-AL-40,2500,saver,6,49.67,170gsilk,oneside,along
567,FL-170S-AL-40,2500,standard,2,54.27,170gsilk,oneside,along
568,FL-170S-VM-40,2500,express,1,60.97,170gsilk,oneside,carremedium
569,FL-170S-VM-40,2500,standard,3,58.2,170gsilk,oneside,carremedium
570,FL-170S-VM-40,2500,saver,6,55.43,170gsilk,oneside,carremedium
571,FL-170S-VK-44,2500,saver,6,53.42,170gsilk,bothsides,carresmall
572,FL-170S-VK-44,2500,standard,2,62.85,170gsilk,bothsides,carresmall
573,FL-170S-VG-40,2500,saver,4,84.58,170gsilk,oneside,carrelarge
574,FL-170S-VG-40,2500,standard,1,88.81,170gsilk,oneside,carrelarge
575,FL-170S-VG-40,2500,express,2,93.04,170gsilk,oneside,carrelarge
576,FL-170S-US-40,2500,saver,6,50.05,170gsilk,oneside,us
577,FL-170S-A7-40,2500,saver,6,23.44,170gsilk,oneside,a7
578,FL-170S-A7-40,2500,standard,2,26.71,170gsilk,oneside,a7
579,FL-170S-US-40,2500,standard,3,52.56,170gsilk,oneside,us
580,FL-170S-US-40,2500,express,1,55.06,170gsilk,oneside,us
581,FL-170S-A7-44,2500,saver,6,24.99,170gsilk,bothsides,a7
582,FL-170S-A7-44,2500,standard,2,28.48,170gsilk,bothsides,a7
583,FL-170S-VM-44,2500,express,1,62.77,170gsilk,bothsides,carremedium
584,FL-170S-VM-44,2500,standard,3,59.92,170gsilk,bothsides,carremedium
585,FL-170S-VM-44,2500,saver,6,57.06,170gsilk,bothsides,carremedium
586,FL-170S-VK-40,2500,saver,6,57.16,170gsilk,oneside,carresmall
587,FL-170S-XL-40,2500,standard,2,92.91,170gsilk,oneside,xlong
588,FL-170S-XL-40,2500,saver,6,88.31,170gsilk,oneside,xlong
589,FL-170S-VK-40,2500,standard,2,60.16,170gsilk,oneside,carresmall
590,FL-170S-AL-44,2500,standard,2,54.27,170gsilk,bothsides,along
591,FL-170S-AL-44,2500,saver,6,49.67,170gsilk,bothsides,along
592,FL-170S-A4-44,5000,saver,4,187.54,170gsilk,bothsides,a4
593,FL-170S-A4-44,5000,express,0,225.05,170gsilk,bothsides,a4
594,FL-170S-A4-44,5000,standard,2,206.3,170gsilk,bothsides,a4
595,FL-170S-A4-40,5000,standard,2,199.1,170gsilk,oneside,a4
596,FL-170S-A4-40,5000,express,0,217.2,170gsilk,oneside,a4
597,FL-170S-VG-40,5000,standard,3,141.63,170gsilk,oneside,carrelarge
598,FL-170S-VG-40,5000,saver,4,134.88,170gsilk,oneside,carrelarge
599,FL-170S-VK-40,5000,saver,6,72.61,170gsilk,oneside,carresmall
600,FL-170S-VK-40,5000,standard,2,76.44,170gsilk,oneside,carresmall
601,FL-170S-VG-44,5000,standard,3,146.76,170gsilk,bothsides,carrelarge
602,FL-170S-VG-44,5000,saver,4,139.77,170gsilk,bothsides,carrelarge
603,FL-170S-XL-40,5000,saver,6,144.43,170gsilk,oneside,xlong
604,FL-170S-XL-40,5000,standard,2,150.87,170gsilk,oneside,xlong
605,FL-170S-VG-44,5000,express,2,153.75,170gsilk,bothsides,carrelarge
606,FL-170S-US-40,5000,express,1,84.02,170gsilk,oneside,us
607,FL-170S-US-40,5000,standard,3,72.38,170gsilk,oneside,us
608,FL-170S-US-40,5000,saver,6,68.93,170gsilk,oneside,us
609,FL-170S-A5-44,5000,express,0,109.87,170gsilk,bothsides,a5
610,FL-170S-A5-44,5000,standard,2,100.72,170gsilk,bothsides,a5
611,FL-170S-A5-44,5000,saver,4,91.56,170gsilk,bothsides,a5
612,FL-170S-VK-44,5000,standard,2,69.55,170gsilk,bothsides,carresmall
613,FL-170S-VK-44,5000,saver,6,59.12,170gsilk,bothsides,carresmall
614,FL-170S-A4-40,5000,saver,4,181.0,170gsilk,oneside,a4
615,FL-170S-AL-40,5000,saver,6,78.19,170gsilk,oneside,along
616,FL-170S-AL-40,5000,standard,2,82.79,170gsilk,oneside,along
617,FL-170S-XL-44,5000,standard,2,150.87,170gsilk,bothsides,xlong
618,FL-170S-XL-44,5000,saver,6,144.43,170gsilk,bothsides,xlong
619,FL-170S-VG-40,5000,express,2,148.37,170gsilk,oneside,carrelarge
620,FL-170S-US-44,5000,saver,6,57.36,170gsilk,bothsides,us
621,FL-170S-US-44,5000,standard,3,68.11,170gsilk,bothsides,us
622,FL-170S-US-44,5000,express,1,81.5,170gsilk,bothsides,us
623,FL-170S-VM-44,5000,standard,3,83.34,170gsilk,bothsides,carremedium
624,FL-170S-VM-40,5000,express,1,94.28,170gsilk,oneside,carremedium
625,FL-170S-VM-44,5000,express,1,98.53,170gsilk,bothsides,carremedium
626,FL-170S-VM-44,5000,saver,6,79.37,170gsilk,bothsides,carremedium
627,FL-170S-AL-44,5000,saver,6,78.19,170gsilk,bothsides,along
628,FL-170S-A6-44,5000,standard,2,59.15,170gsilk,bothsides,a6
629,FL-170S-A6-44,5000,saver,4,44.64,170gsilk,bothsides,a6
630,FL-170S-AL-44,5000,standard,2,82.79,170gsilk,bothsides,along
631,FL-170S-VM-40,5000,standard,3,80.59,170gsilk,oneside,carremedium
632,FL-170S-VM-40,5000,saver,4,76.75,170gsilk,oneside,carremedium
633,FL-170S-A5-40,5000,saver,4,88.56,170gsilk,oneside,a5
634,FL-170S-A5-40,5000,standard,2,97.41,170gsilk,oneside,a5
635,FL-170S-A5-40,5000,express,0,106.27,170gsilk,oneside,a5
636,FL-170S-A6-44,5000,express,0,68.48,170gsilk,bothsides,a6
637,FL-170S-A6-40,5000,express,0,66.69,170gsilk,oneside,a6
638,FL-170S-A6-40,5000,standard,2,61.13,170gsilk,oneside,a6
639,FL-170S-A6-40,5000,saver,4,55.57,170gsilk,oneside,a6
640,FL-170S-A7-40,5000,saver,6,27.99,170gsilk,oneside,a7
641,FL-170S-A7-40,5000,standard,2,33.04,170gsilk,oneside,a7
642,FL-170S-A7-44,5000,standard,2,35.67,170gsilk,bothsides,a7
643,FL-170S-A7-44,5000,saver,6,28.57,170gsilk,bothsides,a7
644,FL-170S-A5-40,10000,express,0,181.71,170gsilk,oneside,a5
645,FL-170S-VG-44,10000,express,1,263.9,170gsilk,bothsides,carrelarge
646,FL-170S-A5-40,10000,saver,4,151.39,170gsilk,oneside,a5
647,FL-170S-VG-44,10000,standard,3,251.91,170gsilk,bothsides,carrelarge
648,FL-170S-VG-44,10000,saver,6,239.91,170gsilk,bothsides,carrelarge
649,FL-170S-A5-40,10000,standard,2,156.92,170gsilk,oneside,a5
650,FL-170S-XL-44,10000,standard,2,254.83,170gsilk,bothsides,xlong
651,FL-170S-XL-44,10000,saver,6,241.95,170gsilk,bothsides,xlong
652,FL-170S-A7-40,10000,saver,6,45.24,170gsilk,oneside,a7
653,FL-170S-A7-40,10000,standard,2,53.24,170gsilk,oneside,a7
654,FL-170S-VK-44,10000,saver,6,93.9,170gsilk,bothsides,carresmall
655,FL-170S-AL-44,10000,standard,2,140.75,170gsilk,bothsides,along
656,FL-170S-AL-44,10000,saver,6,134.31,170gsilk,bothsides,along
657,FL-170S-VM-44,10000,saver,4,138.16,170gsilk,bothsides,carremedium
658,FL-170S-VM-44,10000,standard,3,147.81,170gsilk,bothsides,carremedium
659,FL-170S-VK-44,10000,standard,2,110.48,170gsilk,bothsides,carresmall
660,FL-170S-VM-44,10000,express,2,157.45,170gsilk,bothsides,carremedium
661,FL-170S-A5-44,10000,express,0,198.1,170gsilk,bothsides,a5
662,FL-170S-A5-44,10000,standard,2,171.09,170gsilk,bothsides,a5
663,FL-170S-A5-44,10000,saver,4,145.43,170gsilk,bothsides,a5
664,FL-170S-VK-40,10000,standard,2,119.74,170gsilk,oneside,carresmall
665,FL-170S-US-40,10000,express,2,138.07,170gsilk,oneside,us
666,FL-170S-XL-40,10000,standard,2,254.83,170gsilk,oneside,xlong
667,FL-170S-XL-40,10000,saver,6,241.95,170gsilk,oneside,xlong
668,FL-170S-VK-40,10000,saver,6,113.74,170gsilk,oneside,carresmall
669,FL-170S-US-40,10000,standard,3,131.8,170gsilk,oneside,us
670,FL-170S-US-44,10000,express,2,143.6,170gsilk,bothsides,us
671,FL-170S-US-44,10000,standard,3,137.07,170gsilk,bothsides,us
672,FL-170S-US-44,10000,saver,6,130.54,170gsilk,bothsides,us
673,FL-170S-US-40,10000,saver,6,125.52,170gsilk,oneside,us
674,FL-170S-A4-44,10000,saver,4,323.73,170gsilk,bothsides,a4
675,FL-170S-A4-44,10000,standard,2,356.1,170gsilk,bothsides,a4
676,FL-170S-A4-44,10000,express,0,388.47,170gsilk,bothsides,a4
677,FL-170S-A6-40,10000,saver,4,96.71,170gsilk,oneside,a6
678,FL-170S-A4-40,10000,express,0,374.32,170gsilk,oneside,a4
679,FL-170S-A4-40,10000,standard,2,330.87,170gsilk,oneside,a4
680,FL-170S-A4-40,10000,saver,4,281.24,170gsilk,oneside,a4
681,FL-170S-A6-44,10000,saver,4,81.86,170gsilk,bothsides,a6
682,FL-170S-A6-40,10000,standard,2,101.82,170gsilk,oneside,a6
683,FL-170S-A6-40,10000,express,0,107.17,170gsilk,oneside,a6
684,FL-170S-VG-40,10000,express,1,254.2,170gsilk,oneside,carrelarge
685,FL-170S-VG-40,10000,standard,3,242.65,170gsilk,oneside,carrelarge
686,FL-170S-A7-44,10000,standard,2,55.5,170gsilk,bothsides,a7
687,FL-170S-A7-44,10000,saver,6,47.18,170gsilk,bothsides,a7
688,FL-170S-A6-44,10000,standard,2,93.94,170gsilk,bothsides,a6
689,FL-170S-VG-40,10000,saver,6,231.09,170gsilk,oneside,carrelarge
690,FL-170S-A6-44,10000,express,0,108.77,170gsilk,bothsides,a6
691,FL-170S-AL-40,10000,standard,2,140.75,170gsilk,oneside,along
692,FL-170S-AL-40,10000,saver,6,134.31,170gsilk,oneside,along
693,FL-170S-VM-40,10000,express,2,149.08,170gsilk,oneside,carremedium
694,FL-170S-VM-40,10000,standard,3,137.9,170gsilk,oneside,carremedium
695,FL-170S-VM-40,10000,saver,4,126.72,170gsilk,oneside,carremedium
