,SKU,Quantity,Service Level,Turnaround,Price,Paper Type,Sides Printed,Size
785,FL-170S-XL-44,25000,standard,2,543.71,170gsilk,bothsides,xlong
786,FL-170S-A6-40,25000,saver,6,196.02,170gsilk,oneside,a6
787,FL-170S-A6-40,25000,standard,2,215.63,170gsilk,oneside,a6
788,FL-170S-XL-40,25000,standard,2,543.71,170gsilk,oneside,xlong
789,FL-170S-XL-40,25000,saver,6,508.75,170gsilk,oneside,xlong
790,FL-170S-VG-40,25000,saver,6,525.09,170gsilk,oneside,carrelarge
791,FL-170S-VK-40,25000,standard,2,258.63,170gsilk,oneside,carresmall
792,FL-170S-VM-40,25000,saver,6,281.07,170gsilk,oneside,carremedium
793,FL-170S-VK-40,25000,saver,6,245.7,170gsilk,oneside,carresmall
794,FL-170S-AL-40,25000,saver,6,199.63,170gsilk,oneside,along
795,FL-170S-US-40,25000,saver,6,252.37,170gsilk,oneside,us
796,FL-170S-US-40,25000,standard,2,277.61,170gsilk,oneside,us
797,FL-170S-A7-44,25000,saver,6,97.49,170gsilk,bothsides,a7
798,FL-170S-A7-44,25000,standard,2,114.7,170gsilk,bothsides,a7
799,FL-170S-A4-40,25000,saver,6,711.02,170gsilk,oneside,a4
800,FL-170S-A4-40,25000,standard,2,798.6,170gsilk,oneside,a4
801,FL-170S-VM-40,25000,standard,2,319.5,170gsilk,oneside,carremedium
802,FL-170S-A4-44,25000,saver,6,742.2,170gsilk,bothsides,a4
803,FL-170S-VG-40,25000,standard,2,612.66,170gsilk,oneside,carrelarge
804,FL-170S-A7-40,25000,saver,6,89.57,170gsilk,oneside,a7
805,FL-170S-US-44,25000,saver,6,262.46,170gsilk,bothsides,us
806,FL-170S-US-44,25000,standard,2,288.71,170gsilk,bothsides,us
807,FL-170S-A5-44,25000,saver,6,356.08,170gsilk,bothsides,a5
808,FL-170S-A5-44,25000,standard,2,417.4,170gsilk,bothsides,a5
809,FL-170S-AL-40,25000,standard,2,209.75,170gsilk,oneside,along
810,FL-170S-A7-40,25000,standard,2,104.2,170gsilk,oneside,a7
811,FL-170S-A5-40,25000,saver,6,355.86,170gsilk,oneside,a5
812,FL-170S-A5-40,25000,standard,2,406.46,170gsilk,oneside,a5
813,FL-170S-AL-44,25000,saver,6,199.63,170gsilk,bothsides,along
814,FL-170S-AL-44,25000,standard,2,209.75,170gsilk,bothsides,along
815,FL-170S-A4-44,25000,standard,2,829.66,170gsilk,bothsides,a4
816,FL-170S-VM-44,30000,standard,2,386.95,170gsilk,bothsides,carremedium
817,FL-170S-A5-44,30000,standard,2,498.48,170gsilk,bothsides,a5
818,FL-170S-VM-40,30000,standard,2,374.43,170gsilk,oneside,carremedium
819,FL-170S-A6-44,30000,saver,6,226.62,170gsilk,bothsides,a6
820,FL-170S-A6-44,30000,standard,2,266.62,170gsilk,bothsides,a6
821,FL-170S-VM-44,30000,saver,6,345.6,170gsilk,bothsides,carremedium
822,FL-170S-US-44,30000,standard,2,343.57,170gsilk,bothsides,us
823,FL-170S-VG-44,30000,saver,6,673.79,170gsilk,bothsides,carrelarge
824,FL-170S-VG-44,30000,standard,2,778.31,170gsilk,bothsides,carrelarge
825,FL-170S-VM-40,30000,saver,6,333.08,170gsilk,oneside,carremedium
826,FL-170S-US-44,30000,saver,6,312.33,170gsilk,bothsides,us
827,FL-170S-AL-44,30000,standard,2,243.98,170gsilk,bothsides,along
828,FL-170S-AL-44,30000,saver,6,231.66,170gsilk,bothsides,along
829,FL-170S-A4-44,30000,saver,6,889.61,170gsilk,bothsides,a4
830,FL-170S-A4-44,30000,standard,2,992.11,170gsilk,bothsides,a4
831,FL-170S-A6-40,30000,standard,2,257.69,170gsilk,oneside,a6
832,FL-170S-A6-40,30000,saver,6,234.27,170gsilk,oneside,a6
833,FL-170S-VK-44,30000,standard,2,313.54,170gsilk,bothsides,carresmall
834,FL-170S-VK-44,30000,saver,6,266.5,170gsilk,bothsides,carresmall
835,FL-170S-VK-40,30000,standard,2,305.65,170gsilk,oneside,carresmall
836,FL-170S-VK-40,30000,saver,6,290.37,170gsilk,oneside,carresmall
837,FL-170S-AL-40,30000,saver,6,231.66,170gsilk,oneside,along
838,FL-170S-AL-40,30000,standard,2,243.98,170gsilk,oneside,along
839,FL-170S-XL-40,30000,standard,2,649.51,170gsilk,oneside,xlong
840,FL-170S-XL-40,30000,saver,6,610.87,170gsilk,oneside,xlong
841,FL-170S-US-40,30000,standard,2,330.35,170gsilk,oneside,us
842,FL-170S-A7-44,30000,saver,6,125.52,170gsilk,bothsides,a7
843,FL-170S-US-40,30000,saver,6,300.32,170gsilk,oneside,us
844,FL-170S-A7-44,30000,standard,2,147.69,170gsilk,bothsides,a7
845,FL-170S-A5-40,30000,saver,6,431.1,170gsilk,oneside,a5
846,FL-170S-VG-40,30000,saver,6,627.15,170gsilk,oneside,carrelarge
847,FL-170S-VG-40,30000,standard,2,732.17,170gsilk,oneside,carrelarge
848,FL-170S-XL-44,30000,saver,6,610.87,170gsilk,bothsides,xlong
849,FL-170S-A5-40,30000,standard,2,489.09,170gsilk,oneside,a5
850,FL-170S-XL-44,30000,standard,2,649.51,170gsilk,bothsides,xlong
851,FL-170S-A4-40,30000,standard,2,957.64,170gsilk,oneside,a4
852,FL-170S-A4-40,30000,saver,6,868.04,170gsilk,oneside,a4
853,FL-170S-A7-40,30000,standard,2,128.64,170gsilk,oneside,a7
854,FL-170S-A7-40,30000,saver,6,110.34,170gsilk,oneside,a7
855,FL-170S-A5-44,30000,saver,6,441.32,170gsilk,bothsides,a5
856,FL-170S-US-44,35000,standard,2,389.16,170gsilk,bothsides,us
857,FL-170S-US-44,35000,saver,6,353.78,170gsilk,bothsides,us
858,FL-170S-A6-40,35000,saver,6,267.57,170gsilk,oneside,a6
859,FL-170S-A6-40,35000,standard,2,294.33,170gsilk,oneside,a6
860,FL-170S-A7-40,35000,standard,2,150.01,170gsilk,oneside,a7
861,FL-170S-A7-40,35000,saver,6,127.5,170gsilk,oneside,a7
862,FL-170S-VG-44,35000,saver,6,786.71,170gsilk,bothsides,carrelarge
863,FL-170S-XL-40,35000,standard,2,754.39,170gsilk,oneside,xlong
864,FL-170S-AL-40,35000,saver,6,264.66,170gsilk,oneside,along
865,FL-170S-AL-40,35000,standard,2,277.98,170gsilk,oneside,along
866,FL-170S-XL-40,35000,saver,6,706.55,170gsilk,oneside,xlong
867,FL-170S-A4-44,35000,saver,6,1038.31,170gsilk,bothsides,a4
868,FL-170S-A4-44,35000,standard,2,1154.35,170gsilk,bothsides,a4
869,FL-170S-VG-44,35000,standard,2,902.62,170gsilk,bothsides,carrelarge
870,FL-170S-A5-40,35000,standard,2,559.15,170gsilk,oneside,a5
871,FL-170S-A5-40,35000,saver,6,482.09,170gsilk,oneside,a5
872,FL-170S-AL-44,35000,standard,2,277.98,170gsilk,bothsides,along
873,FL-170S-AL-44,35000,saver,6,264.66,170gsilk,bothsides,along
874,FL-170S-VK-40,35000,saver,6,335.05,170gsilk,oneside,carresmall
875,FL-170S-VK-40,35000,standard,2,352.68,170gsilk,oneside,carresmall
876,FL-170S-A4-40,35000,saver,6,1009.9,170gsilk,oneside,a4
877,FL-170S-VM-40,35000,standard,2,438.22,170gsilk,oneside,carremedium
878,FL-170S-VM-40,35000,saver,6,388.35,170gsilk,oneside,carremedium
879,FL-170S-A4-40,35000,standard,2,1112.85,170gsilk,oneside,a4
880,FL-170S-A7-44,35000,saver,6,139.3,170gsilk,bothsides,a7
881,FL-170S-A7-44,35000,standard,2,163.88,170gsilk,bothsides,a7
882,FL-170S-VK-44,35000,standard,2,359.12,170gsilk,bothsides,carresmall
883,FL-170S-VK-44,35000,saver,6,305.26,170gsilk,bothsides,carresmall
884,FL-170S-A5-44,35000,standard,2,579.33,170gsilk,bothsides,a5
885,FL-170S-A5-44,35000,saver,6,505.68,170gsilk,bothsides,a5
886,FL-170S-US-40,35000,saver,6,343.47,170gsilk,oneside,us
887,FL-170S-VM-44,35000,saver,6,402.95,170gsilk,bothsides,carremedium
888,FL-170S-US-40,35000,standard,2,377.82,170gsilk,oneside,us
889,FL-170S-VM-44,35000,standard,2,452.82,170gsilk,bothsides,carremedium
890,FL-170S-A6-44,35000,standard,2,304.98,170gsilk,bothsides,a6
891,FL-170S-A6-44,35000,saver,6,259.58,170gsilk,bothsides,a6
892,FL-170S-VG-40,35000,standard,2,845.24,170gsilk,oneside,carrelarge
893,FL-170S-VG-40,35000,saver,6,729.33,170gsilk,oneside,carrelarge
894,FL-170S-XL-44,35000,saver,6,706.55,170gsilk,bothsides,xlong
895,FL-170S-XL-44,35000,standard,2,754.39,170gsilk,bothsides,xlong
896,FL-170S-A4-40,40000,saver,6,1151.58,170gsilk,oneside,a4
897,FL-170S-VG-40,40000,standard,2,964.35,170gsilk,oneside,carrelarge
898,FL-170S-A5-40,40000,standard,2,627.63,170gsilk,oneside,a5
899,FL-170S-A4-40,40000,standard,2,1357.22,170gsilk,oneside,a4
900,FL-170S-A5-40,40000,saver,6,533.49,170gsilk,oneside,a5
901,FL-170S-VG-40,40000,saver,6,766.54,170gsilk,oneside,carrelarge
902,FL-170S-A7-44,40000,standard,2,188.13,170gsilk,bothsides,a7
903,FL-170S-A7-44,40000,saver,6,159.91,170gsilk,bothsides,a7
904,FL-170S-VK-40,40000,standard,2,399.7,170gsilk,oneside,carresmall
905,FL-170S-VK-40,40000,saver,6,379.71,170gsilk,oneside,carresmall
906,FL-170S-XL-44,40000,saver,6,800.39,170gsilk,bothsides,xlong
907,FL-170S-XL-44,40000,standard,2,856.51,170gsilk,bothsides,xlong
908,FL-170S-XL-40,40000,saver,6,800.39,170gsilk,oneside,xlong
909,FL-170S-XL-40,40000,standard,2,856.51,170gsilk,oneside,xlong
910,FL-170S-US-40,40000,standard,2,429.11,170gsilk,oneside,us
911,FL-170S-US-40,40000,saver,6,390.1,170gsilk,oneside,us
912,FL-170S-AL-40,40000,saver,6,303.66,170gsilk,oneside,along
913,FL-170S-AL-40,40000,standard,2,318.98,170gsilk,oneside,along
914,FL-170S-A7-40,40000,saver,6,139.92,170gsilk,oneside,a7
915,FL-170S-A4-44,40000,saver,6,1186.06,170gsilk,bothsides,a4
916,FL-170S-AL-44,40000,saver,6,303.66,170gsilk,bothsides,along
917,FL-170S-AL-44,40000,standard,2,318.98,170gsilk,bothsides,along
918,FL-170S-A4-44,40000,standard,2,1391.7,170gsilk,bothsides,a4
919,FL-170S-VK-44,40000,saver,6,343.26,170gsilk,bothsides,carresmall
920,FL-170S-VM-44,40000,standard,2,535.08,170gsilk,bothsides,carremedium
921,FL-170S-VK-44,40000,standard,2,403.82,170gsilk,bothsides,carresmall
922,FL-170S-A6-40,40000,saver,6,304.76,170gsilk,oneside,a6
923,FL-170S-A6-40,40000,standard,2,335.24,170gsilk,oneside,a6
924,FL-170S-VM-44,40000,saver,6,450.24,170gsilk,bothsides,carremedium
925,FL-170S-VG-44,40000,saver,6,895.12,170gsilk,bothsides,carrelarge
926,FL-170S-VG-44,40000,standard,2,1092.93,170gsilk,bothsides,carrelarge
927,FL-170S-VM-40,40000,saver,6,433.76,170gsilk,oneside,carremedium
928,FL-170S-VM-40,40000,standard,2,524.6,170gsilk,oneside,carremedium
929,FL-170S-A7-40,40000,standard,2,163.45,170gsilk,oneside,a7
930,FL-170S-US-44,40000,saver,6,401.81,170gsilk,bothsides,us
931,FL-170S-US-44,40000,standard,2,441.99,170gsilk,bothsides,us
932,FL-170S-A6-44,40000,saver,6,291.89,170gsilk,bothsides,a6
933,FL-170S-A6-44,40000,standard,2,343.39,170gsilk,bothsides,a6
934,FL-170S-A5-44,40000,saver,6,571.1,170gsilk,bothsides,a5
935,FL-170S-A5-44,40000,standard,2,660.45,170gsilk,bothsides,a5
936,FL-170S-US-44,45000,standard,2,494.59,170gsilk,bothsides,us
937,FL-170S-US-44,45000,saver,6,449.63,170gsilk,bothsides,us
938,FL-170S-A6-44,45000,saver,6,320.87,170gsilk,bothsides,a6
939,FL-170S-A6-44,45000,standard,2,377.49,170gsilk,bothsides,a6
940,FL-170S-VK-40,45000,standard,2,446.73,170gsilk,oneside,carresmall
941,FL-170S-VK-40,45000,saver,6,424.39,170gsilk,oneside,carresmall
942,FL-170S-A5-40,45000,standard,2,703.4,170gsilk,oneside,a5
943,FL-170S-A5-40,45000,saver,6,597.9,170gsilk,oneside,a5
944,FL-170S-VG-40,45000,saver,6,860.22,170gsilk,oneside,carrelarge
945,FL-170S-VM-44,45000,saver,6,500.94,170gsilk,bothsides,carremedium
946,FL-170S-VM-44,45000,standard,2,598.78,170gsilk,bothsides,carremedium
947,FL-170S-A7-44,45000,standard,2,214.22,170gsilk,bothsides,a7
948,FL-170S-US-40,45000,saver,6,436.53,170gsilk,oneside,us
949,FL-170S-US-40,45000,standard,2,480.18,170gsilk,oneside,us
950,FL-170S-VG-40,45000,standard,2,1083.09,170gsilk,oneside,carrelarge
951,FL-170S-A7-44,45000,saver,6,182.09,170gsilk,bothsides,a7
952,FL-170S-A6-40,45000,standard,2,371.03,170gsilk,oneside,a6
953,FL-170S-A6-40,45000,saver,6,337.3,170gsilk,oneside,a6
954,FL-170S-AL-40,45000,standard,2,358.98,170gsilk,oneside,along
955,FL-170S-AL-40,45000,saver,6,341.66,170gsilk,oneside,along
956,FL-170S-VG-44,45000,saver,6,1008.04,170gsilk,bothsides,carrelarge
957,FL-170S-A5-44,45000,standard,2,741.52,170gsilk,bothsides,a5
958,FL-170S-A5-44,45000,saver,6,649.99,170gsilk,bothsides,a5
959,FL-170S-A7-40,45000,saver,6,168.17,170gsilk,oneside,a7
960,FL-170S-XL-40,45000,saver,6,902.51,170gsilk,oneside,xlong
961,FL-170S-XL-40,45000,standard,2,962.31,170gsilk,oneside,xlong
962,FL-170S-A7-40,45000,standard,2,197.84,170gsilk,oneside,a7
963,FL-170S-VG-44,45000,standard,2,1230.91,170gsilk,bothsides,carrelarge
964,FL-170S-VM-40,45000,standard,2,580.47,170gsilk,oneside,carremedium
965,FL-170S-A4-40,45000,saver,6,1298.27,170gsilk,oneside,a4
966,FL-170S-A4-40,45000,standard,2,1529.46,170gsilk,oneside,a4
967,FL-170S-AL-44,45000,standard,2,358.98,170gsilk,bothsides,along
968,FL-170S-AL-44,45000,saver,6,341.66,170gsilk,bothsides,along
969,FL-170S-VM-40,45000,saver,6,482.63,170gsilk,oneside,carremedium
970,FL-170S-VK-44,45000,standard,2,443.93,170gsilk,bothsides,carresmall
971,FL-170S-VK-44,45000,saver,6,377.34,170gsilk,bothsides,carresmall
972,FL-170S-A4-44,45000,saver,6,1333.52,170gsilk,bothsides,a4
973,FL-170S-A4-44,45000,standard,2,1564.71,170gsilk,bothsides,a4
974,FL-170S-XL-44,45000,standard,2,962.31,170gsilk,bothsides,xlong
975,FL-170S-XL-44,45000,saver,6,902.51,170gsilk,bothsides,xlong
976,FL-170S-VM-44,50000,saver,6,557.12,170gsilk,bothsides,carremedium
977,FL-170S-VM-44,50000,standard,2,667.51,170gsilk,bothsides,carremedium
978,FL-170S-VK-44,50000,saver,6,417.6,170gsilk,bothsides,carresmall
979,FL-170S-VK-44,50000,standard,2,491.29,170gsilk,bothsides,carresmall
980,FL-170S-XL-44,50000,standard,2,1065.35,170gsilk,bothsides,xlong
981,FL-170S-XL-44,50000,saver,6,997.27,170gsilk,bothsides,xlong
982,FL-170S-VG-44,50000,saver,6,1116.45,170gsilk,bothsides,carrelarge
983,FL-170S-VG-44,50000,standard,2,1364.37,170gsilk,bothsides,carrelarge
984,FL-170S-XL-40,50000,standard,2,1065.35,170gsilk,oneside,xlong
985,FL-170S-XL-40,50000,saver,6,997.27,170gsilk,oneside,xlong
986,FL-170S-A7-44,50000,saver,6,197.1,170gsilk,bothsides,a7
987,FL-170S-A7-44,50000,standard,2,231.89,170gsilk,bothsides,a7
988,FL-170S-VG-40,50000,standard,2,1201.81,170gsilk,oneside,carrelarge
989,FL-170S-VG-40,50000,saver,6,953.89,170gsilk,oneside,carrelarge
990,FL-170S-US-40,50000,saver,6,482.06,170gsilk,oneside,us
991,FL-170S-US-40,50000,standard,2,530.26,170gsilk,oneside,us
992,FL-170S-A5-40,50000,standard,2,778.71,170gsilk,oneside,a5
993,FL-170S-A5-40,50000,saver,6,661.91,170gsilk,oneside,a5
994,FL-170S-AL-40,50000,saver,6,375.66,170gsilk,oneside,along
995,FL-170S-AL-40,50000,standard,2,394.98,170gsilk,oneside,along
996,FL-170S-A4-40,50000,standard,2,1698.37,170gsilk,oneside,a4
997,FL-170S-A4-40,50000,saver,6,1440.13,170gsilk,oneside,a4
998,FL-170S-A5-44,50000,standard,2,825.56,170gsilk,bothsides,a5
999,FL-170S-VK-40,50000,standard,2,493.75,170gsilk,oneside,carresmall
1000,FL-170S-VK-40,50000,saver,6,469.06,170gsilk,oneside,carresmall
1001,FL-170S-A4-44,50000,saver,6,1481.52,170gsilk,bothsides,a4
1002,FL-170S-A4-44,50000,standard,2,1739.76,170gsilk,bothsides,a4
1003,FL-170S-A5-44,50000,saver,6,728.18,170gsilk,bothsides,a5
1004,FL-170S-A6-44,50000,standard,2,417.76,170gsilk,bothsides,a6
1005,FL-170S-A6-44,50000,saver,6,355.1,170gsilk,bothsides,a6
1006,FL-170S-AL-44,50000,saver,6,375.66,170gsilk,bothsides,along
1007,FL-170S-AL-44,50000,standard,2,394.98,170gsilk,bothsides,along
1008,FL-170S-VM-40,50000,saver,6,536.77,170gsilk,oneside,carremedium
1009,FL-170S-VM-40,50000,standard,2,647.16,170gsilk,oneside,carremedium
1010,FL-170S-US-44,50000,standard,2,546.17,170gsilk,bothsides,us
1011,FL-170S-US-44,50000,saver,6,496.52,170gsilk,bothsides,us
1012,FL-170S-A7-40,50000,saver,6,182.76,170gsilk,oneside,a7
1013,FL-170S-A7-40,50000,standard,2,215.01,170gsilk,oneside,a7
1014,FL-170S-A6-40,50000,saver,6,373.87,170gsilk,oneside,a6
1015,FL-170S-A6-40,50000,standard,2,411.26,170gsilk,oneside,a6
1016,FL-170S-A4-44,55000,standard,2,1918.03,170gsilk,bothsides,a4
1017,FL-170S-VM-40,55000,standard,2,814.98,170gsilk,oneside,carremedium
1018,FL-170S-VM-40,55000,saver,6,692.02,170gsilk,oneside,carremedium
1019,FL-170S-A4-44,55000,saver,6,1630.33,170gsilk,bothsides,a4
1020,FL-170S-A4-40,55000,standard,2,1880.61,170gsilk,oneside,a4
1021,FL-170S-A4-40,55000,saver,6,1596.83,170gsilk,oneside,a4
1022,FL-170S-A7-40,55000,saver,6,201.37,170gsilk,oneside,a7
1023,FL-170S-A7-40,55000,standard,2,236.92,170gsilk,oneside,a7
1024,FL-170S-AL-44,55000,standard,2,434.98,170gsilk,bothsides,along
1025,FL-170S-AL-44,55000,saver,6,413.66,170gsilk,bothsides,along
1026,FL-170S-A5-40,55000,standard,2,857.01,170gsilk,oneside,a5
1027,FL-170S-A5-40,55000,saver,6,728.45,170gsilk,oneside,a5
1028,FL-170S-A7-44,55000,saver,6,214.66,170gsilk,bothsides,a7
1029,FL-170S-VK-40,55000,saver,6,497.94,170gsilk,oneside,carresmall
1030,FL-170S-XL-44,55000,saver,6,1091.11,170gsilk,bothsides,xlong
1031,FL-170S-XL-44,55000,standard,2,1168.39,170gsilk,bothsides,xlong
1032,FL-170S-VK-40,55000,standard,2,524.13,170gsilk,oneside,carresmall
1033,FL-170S-VG-40,55000,saver,6,1046.08,170gsilk,oneside,carrelarge
1034,FL-170S-VG-40,55000,standard,2,1320.76,170gsilk,oneside,carrelarge
1035,FL-170S-A7-44,55000,standard,2,252.55,170gsilk,bothsides,a7
1036,FL-170S-US-40,55000,standard,2,663.04,170gsilk,oneside,us
1037,FL-170S-US-40,55000,saver,6,629.89,170gsilk,oneside,us
1038,FL-170S-XL-40,55000,saver,6,1091.11,170gsilk,oneside,xlong
1039,FL-170S-XL-40,55000,standard,2,1168.39,170gsilk,oneside,xlong
1040,FL-170S-AL-40,55000,saver,6,413.66,170gsilk,oneside,along
1041,FL-170S-A6-40,55000,saver,6,423.41,170gsilk,oneside,a6
1042,FL-170S-A6-40,55000,standard,2,445.69,170gsilk,oneside,a6
1043,FL-170S-VG-44,55000,saver,6,1548.81,170gsilk,bothsides,carrelarge
1044,FL-170S-A6-44,55000,standard,2,458.92,170gsilk,bothsides,a6
1045,FL-170S-AL-40,55000,standard,2,434.98,170gsilk,oneside,along
1046,FL-170S-A6-44,55000,saver,6,390.09,170gsilk,bothsides,a6
1047,FL-170S-VG-44,55000,standard,2,1823.3,170gsilk,bothsides,carrelarge
1048,FL-170S-VM-44,55000,standard,2,895.28,170gsilk,bothsides,carremedium
1049,FL-170S-US-44,55000,standard,2,697.94,170gsilk,bothsides,us
1050,FL-170S-US-44,55000,saver,6,663.04,170gsilk,bothsides,us
1051,FL-170S-VM-44,55000,saver,6,760.99,170gsilk,bothsides,carremedium
1052,FL-170S-A5-44,55000,standard,2,942.4,170gsilk,bothsides,a5
1053,FL-170S-A5-44,55000,saver,6,801.04,170gsilk,bothsides,a5
1054,FL-170S-VK-44,55000,standard,2,539.69,170gsilk,bothsides,carresmall
1055,FL-170S-VK-44,55000,saver,6,458.75,170gsilk,bothsides,carresmall
1056,FL-170S-A6-40,60000,standard,2,535.41,170gsilk,oneside,a6
1057,FL-170S-A6-40,60000,saver,6,508.64,170gsilk,oneside,a6
1058,FL-170S-AL-44,60000,standard,2,475.98,170gsilk,bothsides,along
1059,FL-170S-AL-44,60000,saver,6,452.66,170gsilk,bothsides,along
1060,FL-170S-US-44,60000,standard,2,762.29,170gsilk,bothsides,us
1061,FL-170S-US-44,60000,saver,6,724.18,170gsilk,bothsides,us
1062,FL-170S-AL-40,60000,standard,2,475.98,170gsilk,oneside,along
1063,FL-170S-AL-40,60000,saver,6,452.66,170gsilk,oneside,along
1064,FL-170S-A7-40,60000,standard,2,257.59,170gsilk,oneside,a7
1065,FL-170S-A7-40,60000,saver,6,218.93,170gsilk,oneside,a7
1066,FL-170S-A4-40,60000,saver,6,1741.53,170gsilk,oneside,a4
1067,FL-170S-A4-40,60000,standard,2,2050.85,170gsilk,oneside,a4
1068,FL-170S-A6-44,60000,saver,6,425.49,170gsilk,bothsides,a6
1069,FL-170S-A6-44,60000,standard,2,500.58,170gsilk,bothsides,a6
1070,FL-170S-A4-44,60000,standard,2,2091.46,170gsilk,bothsides,a4
1071,FL-170S-A4-44,60000,saver,6,1777.74,170gsilk,bothsides,a4
1072,FL-170S-VM-40,60000,saver,6,753.81,170gsilk,oneside,carremedium
1073,FL-170S-VM-40,60000,standard,2,886.84,170gsilk,oneside,carremedium
1074,FL-170S-A5-44,60000,standard,2,1028.24,170gsilk,bothsides,a5
1075,FL-170S-A5-44,60000,saver,6,874.01,170gsilk,bothsides,a5
1076,FL-170S-A5-40,60000,standard,2,933.52,170gsilk,oneside,a5
1077,FL-170S-A5-40,60000,saver,6,793.49,170gsilk,oneside,a5
1078,FL-170S-VK-40,60000,standard,2,587.8,170gsilk,oneside,carresmall
1079,FL-170S-VK-40,60000,saver,6,558.41,170gsilk,oneside,carresmall
1080,FL-170S-VG-40,60000,saver,6,1140.27,170gsilk,oneside,carrelarge
1081,FL-170S-A7-44,60000,standard,2,276.53,170gsilk,bothsides,a7
1082,FL-170S-VG-44,60000,standard,2,1988.4,170gsilk,bothsides,carrelarge
1083,FL-170S-US-40,60000,saver,6,687.96,170gsilk,oneside,us
1084,FL-170S-US-40,60000,standard,2,724.18,170gsilk,oneside,us
1085,FL-170S-XL-40,60000,saver,6,1191.39,170gsilk,oneside,xlong
1086,FL-170S-XL-44,60000,standard,2,1272.35,170gsilk,bothsides,xlong
1087,FL-170S-XL-40,60000,standard,2,1272.35,170gsilk,oneside,xlong
1088,FL-170S-XL-44,60000,saver,6,1191.39,170gsilk,bothsides,xlong
1089,FL-170S-A7-44,60000,saver,6,235.05,170gsilk,bothsides,a7
1090,FL-170S-VG-40,60000,standard,2,1439.97,170gsilk,oneside,carrelarge
1091,FL-170S-VM-44,60000,standard,2,976.82,170gsilk,bothsides,carremedium
1092,FL-170S-VM-44,60000,saver,6,830.31,170gsilk,bothsides,carremedium
1093,FL-170S-VG-44,60000,saver,6,1688.85,170gsilk,bothsides,carrelarge
1094,FL-170S-VK-44,60000,standard,2,588.69,170gsilk,bothsides,carresmall
1095,FL-170S-VK-44,60000,saver,6,500.38,170gsilk,bothsides,carresmall
1096,FL-170S-A6-44,65000,standard,2,543.11,170gsilk,bothsides,a6
1097,FL-170S-VG-44,65000,standard,2,2153.32,170gsilk,bothsides,carrelarge
1098,FL-170S-VG-44,65000,saver,6,1830.32,170gsilk,bothsides,carrelarge
1099,FL-170S-VK-40,65000,standard,2,634.83,170gsilk,oneside,carresmall
1100,FL-170S-VK-40,65000,saver,6,603.09,170gsilk,oneside,carresmall
1101,FL-170S-A6-44,65000,saver,6,461.64,170gsilk,bothsides,a6
1102,FL-170S-XL-44,65000,standard,2,1370.79,170gsilk,bothsides,xlong
1103,FL-170S-VG-40,65000,standard,2,1553.17,170gsilk,oneside,carrelarge
1104,FL-170S-VG-40,65000,saver,6,1233.45,170gsilk,oneside,carrelarge
1105,FL-170S-XL-44,65000,saver,6,1286.15,170gsilk,bothsides,xlong
1106,FL-170S-VM-40,65000,saver,6,817.04,170gsilk,oneside,carremedium
1107,FL-170S-VM-40,65000,standard,2,961.21,170gsilk,oneside,carremedium
1108,FL-170S-A4-40,65000,saver,6,1885.63,170gsilk,oneside,a4
1109,FL-170S-A4-40,65000,standard,2,2218.39,170gsilk,oneside,a4
1110,FL-170S-A7-40,65000,standard,2,278.38,170gsilk,oneside,a7
1111,FL-170S-A7-40,65000,saver,6,236.62,170gsilk,oneside,a7
1112,FL-170S-US-44,65000,saver,6,785.31,170gsilk,bothsides,us
1113,FL-170S-AL-40,65000,standard,2,509.98,170gsilk,oneside,along
1114,FL-170S-AL-40,65000,saver,6,485.66,170gsilk,oneside,along
1115,FL-170S-US-44,65000,standard,2,826.64,170gsilk,bothsides,us
1116,FL-170S-AL-44,65000,saver,6,485.66,170gsilk,bothsides,along
1117,FL-170S-AL-44,65000,standard,2,509.98,170gsilk,bothsides,along
1118,FL-170S-A5-40,65000,saver,6,860.04,170gsilk,oneside,a5
1119,FL-170S-A5-40,65000,standard,2,1011.81,170gsilk,oneside,a5
1120,FL-170S-US-40,65000,standard,2,785.31,170gsilk,oneside,us
1121,FL-170S-US-40,65000,saver,6,746.04,170gsilk,oneside,us
1122,FL-170S-XL-40,65000,standard,2,1370.79,170gsilk,oneside,xlong
1123,FL-170S-XL-40,65000,saver,6,1286.15,170gsilk,oneside,xlong
1124,FL-170S-A5-44,65000,saver,6,946.63,170gsilk,bothsides,a5
1125,FL-170S-A5-44,65000,standard,2,1113.7,170gsilk,bothsides,a5
1126,FL-170S-A6-40,65000,saver,6,551.05,170gsilk,oneside,a6
1127,FL-170S-VM-44,65000,standard,2,1058.01,170gsilk,bothsides,carremedium
1128,FL-170S-A4-44,65000,standard,2,2266.66,170gsilk,bothsides,a4
1129,FL-170S-A4-44,65000,saver,6,1926.65,170gsilk,bothsides,a4
1130,FL-170S-VK-44,65000,saver,6,542.88,170gsilk,bothsides,carresmall
1131,FL-170S-VK-44,65000,standard,2,638.7,170gsilk,bothsides,carresmall
1132,FL-170S-VM-44,65000,saver,6,899.31,170gsilk,bothsides,carremedium
1133,FL-170S-A6-40,65000,standard,2,580.07,170gsilk,oneside,a6
1134,FL-170S-A7-44,65000,standard,2,302.23,170gsilk,bothsides,a7
1135,FL-170S-A7-44,65000,saver,6,256.89,170gsilk,bothsides,a7
1136,FL-170S-XL-40,70000,standard,2,1471.99,170gsilk,oneside,xlong
1137,FL-170S-XL-40,70000,saver,6,1379.07,170gsilk,oneside,xlong
